GENUS,SUBGENUS ,SECTION,SERIES,SUBSERIES,SPECIES,SUBSPECIES,BINOMIAL
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,baudiniana,,Eucalyptus_baudiniana
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,ovularis,,Eucalyptus_ovularis
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,aequioperta,,Eucalyptus_aequioperta
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,myriadena,,Eucalyptus_myriadena
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,sp. Dartmoor (Nicolle & French 5585),,Eucalyptus_sp.Dartmoor(Nicolle&French5585)
Eucalyptus,Symphyomyrtus,Inclusae,,,diversicolor,,Eucalyptus_diversicolor
Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,cladocalyx,Eucalyptus_cladocalyx
Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,crassa,Eucalyptus_cladocalyx
Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Eucalyptus_cladocalyx
Eucalyptus,Symphyomyrtus,Domesticae,,,brachyandra,,Eucalyptus_brachyandra
Eucalyptus,Symphyomyrtus,Domesticae,,,raveretiana,,Eucalyptus_raveretiana
Eucalyptus,Symphyomyrtus,Domesticae,,,howittiana,,Eucalyptus_howittiana
Eucalyptus,Symphyomyrtus,Equatoria,,,binacag,,Eucalyptus_binacag
Eucalyptus,Symphyomyrtus,Equatoria,,,deglupta,,Eucalyptus_deglupta
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,patellaris,,Eucalyptus_patellaris
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,leptophleba,,Eucalyptus_leptophleba
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,oligantha,,Eucalyptus_oligantha
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,koolpinensis,,Eucalyptus_koolpinensis
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,chlorophylla,,Eucalyptus_chlorophylla
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,leucophylla,,Eucalyptus_leucophylla
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,xerothermica,,Eucalyptus_xerothermica
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,argillacea,,Eucalyptus_argillacea
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,pruinosa,pruinosa,Eucalyptus_pruinosa
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,pruinosa,tenuata,Eucalyptus_pruinosa
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,obconica,,Eucalyptus_obconica
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,microneura,,Eucalyptus_microneura
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,distans,,Eucalyptus_distans
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,tectifica,,Eucalyptus_tectifica
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,acroleuca,,Eucalyptus_acroleuca
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,microtheca,,Eucalyptus_microtheca
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,coolabah,,Eucalyptus_coolabah
Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,victrix,,Eucalyptus_victrix
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,dawsonii,,Eucalyptus_dawsonii
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,rummeryi,,Eucalyptus_rummeryi
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,cambageana,,Eucalyptus_cambageana
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,largeana,,Eucalyptus_largeana
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,largiflorens,,Eucalyptus_largiflorens
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,persistens,,Eucalyptus_persistens
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,provecta,,Eucalyptus_provecta
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,tardecidens,,Eucalyptus_tardecidens
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,normantonensis,,Eucalyptus_normantonensis
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,sparsa,,Eucalyptus_sparsa
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,populnea,,Eucalyptus_populnea
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,brownii,,Eucalyptus_brownii
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,behriana,,Eucalyptus_behriana
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,intertexta,intertexta,Eucalyptus_intertexta
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,intertexta,Central Australia (Nicolle 6661),Eucalyptus_intertexta
Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,orgadophila,,Eucalyptus_orgadophila
Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,lansdowneana,,Eucalyptus_lansdowneana
Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,rowleyi,,Eucalyptus_rowleyi
Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,aridimontana,,Eucalyptus_aridimontana
Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,lucasii,,Eucalyptus_lucasii
Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,petraea,,Eucalyptus_petraea
Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,cuprea,,Eucalyptus_cuprea
Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,absita,,Eucalyptus_absita
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,albens,,Eucalyptus_albens
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,sp. Mt Garnet (Carr 1627B et al.),,Eucalyptus_sp.MtGarnet(Carr1627Betal.)
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,moluccana,,Eucalyptus_moluccana
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,sp. Adelaide (Nicolle 1364),,Eucalyptus_sp.Adelaide(Nicolle1364)
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,microcarpa,,Eucalyptus_microcarpa
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,woollsiana,,Eucalyptus_woollsiana
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,albopurpurea,,Eucalyptus_albopurpurea
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,odorata,,Eucalyptus_odorata
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,cajuputea,,Eucalyptus_cajuputea
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,wimmerensis,,Eucalyptus_wimmerensis
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,polybractea,,Eucalyptus_polybractea
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,viridis,,Eucalyptus_viridis
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,aenea,,Eucalyptus_aenea
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,sp. viridis latiuscula (Nicolle 6172),,Eucalyptus_sp.viridislatiuscula(Nicolle6172)
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,froggattii,,Eucalyptus_froggattii
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,thozetiana,,Eucalyptus_thozetiana
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,ochrophloia,,Eucalyptus_ochrophloia
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× castrensis (= E. aenea × E. moluccana),,Eucalyptus_castrensis
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× hawkeri (= E. microcarpa - E. wimmerensis intergrade),,Eucalyptus_hawkeri
Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× silvestris (= E. microcarpa - E. wimmerensis intergrade),,Eucalyptus_silvestris
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,beaniana,,Eucalyptus_beaniana
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,decorticans,,Eucalyptus_decorticans
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,granitica,,Eucalyptus_granitica
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,siderophloia,,Eucalyptus_siderophloia
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,fibrosa,,Eucalyptus_fibrosa
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,nubilis,,Eucalyptus_nubilis
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,calidissima,,Eucalyptus_calidissima
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,rhombica,,Eucalyptus_rhombica
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,ophitica,,Eucalyptus_ophitica
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,fracta,,Eucalyptus_fracta
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,tholiformis,,Eucalyptus_tholiformis
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,taurina,,Eucalyptus_taurina
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,elegans,,Eucalyptus_elegans
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,crebra,,Eucalyptus_crebra
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,beyeri,,Eucalyptus_beyeri
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,panda,,Eucalyptus_panda
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,virens,,Eucalyptus_virens
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,scopulorum,,Eucalyptus_scopulorum
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,atrata,,Eucalyptus_atrata
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,paedoglauca,,Eucalyptus_paedoglauca
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,drepanophylla,,Eucalyptus_drepanophylla
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,quadricostata,,Eucalyptus_quadricostata
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,farinosa,,Eucalyptus_farinosa
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,caleyi,ovendenii,Eucalyptus_caleyi
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,caleyi,caleyi,Eucalyptus_caleyi
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,exilipes,,Eucalyptus_exilipes
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,cullenii,,Eucalyptus_cullenii
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,staigeriana,,Eucalyptus_staigeriana
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,jensenii,,Eucalyptus_jensenii
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,whitei,,Eucalyptus_whitei
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,melanophloia,melanophloia,Eucalyptus_melanophloia
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,melanophloia,nana,Eucalyptus_melanophloia
Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,shirleyi,,Eucalyptus_shirleyi
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores ,‘dorsiventralis’ ms ,,Eucalyptus_‘dorsiventralis’ms
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores ,paniculata,,Eucalyptus_paniculata
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores ,fergusonii,,Eucalyptus_fergusonii
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores ,ancophila,,Eucalyptus_ancophila
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores ,decolor,,Eucalyptus_decolor
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores ,tetrapleura,,Eucalyptus_tetrapleura
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores ,fusiformis,,Eucalyptus_fusiformis
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores ,sicilifolia,,Eucalyptus_sicilifolia
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores ,suffulgens,,Eucalyptus_suffulgens
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores ,dura,,Eucalyptus_dura
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores ,melanoleuca,,Eucalyptus_melanoleuca
Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores ,corynodes,,Eucalyptus_corynodes
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,lucens,,Eucalyptus_lucens
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,fasciculosa,,Eucalyptus_fasciculosa
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,polyanthemos,polyanthemos,Eucalyptus_polyanthemos
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,polyanthemos,vestita,Eucalyptus_polyanthemos
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,baueriana,,Eucalyptus_baueriana
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,dalveenica,,Eucalyptus_dalveenica
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,magnificata,,Eucalyptus_magnificata
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,conica,,Eucalyptus_conica
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,rudderi,,Eucalyptus_rudderi
Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae ,,hypostomatica,,Eucalyptus_hypostomatica
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,porosa,,Eucalyptus_porosa
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,bosistoana,,Eucalyptus_bosistoana
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,argophloia,,Eucalyptus_argophloia
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,melliodora,,Eucalyptus_melliodora
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,sideroxylon,,Eucalyptus_sideroxylon
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,tricarpa,,Eucalyptus_tricarpa
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,leucoxylon,stephaniae,Eucalyptus_leucoxylon
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,leucoxylon,pruinosa,Eucalyptus_leucoxylon
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,leucoxylon,bellarinensis,Eucalyptus_leucoxylon
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,leucoxylon,leucoxylon,Eucalyptus_leucoxylon
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,leucoxylon,megalocarpa,Eucalyptus_leucoxylon
Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,leucoxylon,petiolaris,Eucalyptus_leucoxylon
Eucalyptus,Symphyomyrtus,Platysperma,Melliodorae,,rupestris,,Eucalyptus_rupestris
Eucalyptus,Symphyomyrtus,Platysperma,Melliodorae,,umbrawarrensis,,Eucalyptus_umbrawarrensis
Eucalyptus,Symphyomyrtus,Platysperma,Melliodorae,,confluens,,Eucalyptus_confluens
Eucalyptus,Symphyomyrtus,Platysperma,Melliodorae,,brevifolia,,Eucalyptus_brevifolia
Eucalyptus,Symphyomyrtus,Platysperma,Melliodorae,,leucophloia,euroa,Eucalyptus_leucophloia
Eucalyptus,Symphyomyrtus,Platysperma,Melliodorae,,leucophloia,leucophloia ,Eucalyptus_leucophloia
Eucalyptus,Symphyomyrtus,Platysperma,Melliodorae,,ordiana,,Eucalyptus_ordiana
Eucalyptus,Symphyomyrtus,Pumilio,Pumilae,,pumila,,Eucalyptus_pumila
Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,,canaliculata,,Eucalyptus_canaliculata
Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,,punctata,,Eucalyptus_punctata
Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,,grisea,,Eucalyptus_grisea
Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,,longirostrata,,Eucalyptus_longirostrata
Eucalyptus,Symphyomyrtus,Exsertaria,Connexentes,,hallii,,Eucalyptus_hallii
Eucalyptus,Symphyomyrtus,Exsertaria,Connexentes,,broviniensis,,Eucalyptus_broviniensis
Eucalyptus,Symphyomyrtus,Exsertaria,Connexentes,,major,,Eucalyptus_major
Eucalyptus,Symphyomyrtus,Exsertaria,Connexentes,,propinqua,,Eucalyptus_propinqua
Eucalyptus,Symphyomyrtus,Exsertaria,Liberivalvae,,prava,,Eucalyptus_prava
Eucalyptus,Symphyomyrtus,Exsertaria,Liberivalvae,,bancroftii,,Eucalyptus_bancroftii
Eucalyptus,Symphyomyrtus,Exsertaria,Liberivalvae,,disclusa,,Eucalyptus_disclusa
Eucalyptus,Symphyomyrtus,Exsertaria,Liberivalvae,,interstans,,Eucalyptus_interstans
Eucalyptus,Symphyomyrtus,Exsertaria,Liberivalvae,,seeana,,Eucalyptus_seeana
Eucalyptus,Symphyomyrtus,Exsertaria,Liberivalvae,,parramattensis ,decadens,Eucalyptus_parramattensis
Eucalyptus,Symphyomyrtus,Exsertaria,Liberivalvae,,parramattensis ,parramattensis,Eucalyptus_parramattensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,brassiana,,Eucalyptus_brassiana
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,lockyeri,,Eucalyptus_lockyeri
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,‘exuta’ ms,,Eucalyptus_‘exuta’ms
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,ammophila,,Eucalyptus_ammophila
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,exserta,,Eucalyptus_exserta
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,nudicaulis,,Eucalyptus_nudicaulis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,gillenii,,Eucalyptus_gillenii
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,morrisii,,Eucalyptus_morrisii
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,infera,,Eucalyptus_infera
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,kabiana,,Eucalyptus_kabiana
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,amplifolia,sessiliflora,Eucalyptus_amplifolia
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,amplifolia,amplifolia,Eucalyptus_amplifolia
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,‘rotunda’ ms,,Eucalyptus_‘rotunda’ms
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,tereticornis,mediana,Eucalyptus_tereticornis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,tereticornis,tereticornis,Eucalyptus_tereticornis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,tereticornis,basaltica,Eucalyptus_tereticornis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,glaucina,,Eucalyptus_glaucina
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,chloroclada,,Eucalyptus_chloroclada
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,terrica,,Eucalyptus_terrica
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,blakelyi,,Eucalyptus_blakelyi
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,dealbata,dealbata,Eucalyptus_dealbata
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,dealbata,aperticola,Eucalyptus_dealbata
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,nandewarica,,Eucalyptus_nandewarica
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,vicina,,Eucalyptus_vicina
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,dwyeri,,Eucalyptus_dwyeri
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxylon,flindersii,,Eucalyptus_flindersii
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,Eucalyptus_rudis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,cratyantha,Eucalyptus_rudis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,refulgens,Eucalyptus_camaldulensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,obtusa,Eucalyptus_camaldulensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,arida,Eucalyptus_camaldulensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,minima,Eucalyptus_camaldulensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,camaldulensis,Eucalyptus_camaldulensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,acuta,Eucalyptus_camaldulensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,simulata,Eucalyptus_camaldulensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,glomericassis,,Eucalyptus_glomericassis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,herbertiana,,Eucalyptus_herbertiana
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,gregoryensis,,Eucalyptus_gregoryensis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,cupularis,,Eucalyptus_cupularis
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,revelata,,Eucalyptus_revelata
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,mooreana,,Eucalyptus_mooreana
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,pantoleuca,,Eucalyptus_pantoleuca
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,apodophylla,,Eucalyptus_apodophylla
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,houseana,,Eucalyptus_houseana
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,alba,var. alba,Eucalyptus_alba
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,alba,var. australasica,Eucalyptus_alba
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,sp. Melville Island (Hill 907 et al.),,Eucalyptus_sp.MelvilleIsland(Hill907etal.)
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,tintinnans,,Eucalyptus_tintinnans
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,bigalerita,,Eucalyptus_bigalerita
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,sp. Arnhem Land (Hill 3984),,Eucalyptus_sp.ArnhemLand(Hill3984)
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,sp. Port Moresby (Darbyshire 601),,Eucalyptus_sp.PortMoresby(Darbyshire601)
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,platyphylla,,Eucalyptus_platyphylla
Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,apodophylla × subsp. provecta (= E. apodophylla × E. bigalerita),,Eucalyptus_apodophylla
Eucalyptus,Symphyomyrtus,Incognitae,Similares,,longifolia,,Eucalyptus_longifolia
Eucalyptus,Symphyomyrtus,Incognitae,Incognitae,,cosmophylla,,Eucalyptus_cosmophylla
Eucalyptus,Symphyomyrtus,Incognitae,Incognitae,,paludicola,,Eucalyptus_paludicola
Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,orophila,,Eucalyptus_orophila
Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,urophylla,,Eucalyptus_urophylla
Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,wetarensis,,Eucalyptus_wetarensis
Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,biterranea,,Eucalyptus_biterranea
Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,pellita,,Eucalyptus_pellita
Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,robusta,,Eucalyptus_robusta
Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,sp. Cattai (Gregson s.n.),,Eucalyptus_sp.Cattai(Gregsons.n.)
Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,resinifera,resinifera,Eucalyptus_resinifera
Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,resinifera,hemilampra,Eucalyptus_resinifera
Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,macta,,Eucalyptus_macta
Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,notabilis,,Eucalyptus_notabilis
Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,scias,callimastha,Eucalyptus_scias
Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,scias,scias,Eucalyptus_scias
Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,scias,apoda,Eucalyptus_scias
Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,botryoides,,Eucalyptus_botryoides
Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,saligna,,Eucalyptus_saligna
Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,grandis,grandis,Eucalyptus_grandis
Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,grandis,North Queensland (Nicolle 2524),Eucalyptus_grandis
Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,grandis,Eungella (Nicolle 6450),Eucalyptus_grandis
Eucalyptus,Symphyomyrtus,Racemus,Transversae,,michaeliana,,Eucalyptus_michaeliana
Eucalyptus,Symphyomyrtus,Maidenaria,Deaneanae,,deanei,,Eucalyptus_deanei
Eucalyptus,Symphyomyrtus,Maidenaria,Deaneanae,,brunnea,,Eucalyptus_brunnea
Eucalyptus,Symphyomyrtus,Maidenaria,Quadrangulatae,,quadrangulata,,Eucalyptus_quadrangulata
Eucalyptus,Symphyomyrtus,Maidenaria,Remanentes,,nitens,,Eucalyptus_nitens
Eucalyptus,Symphyomyrtus,Maidenaria,Remanentes,,denticulata,,Eucalyptus_denticulata
Eucalyptus,Symphyomyrtus,Maidenaria,Neglectae ,,neglecta,,Eucalyptus_neglecta
Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,,dunnii,,Eucalyptus_dunnii
